,commutepublic_1,equipten,tollten,card2type_3,tenure,bfast_2,card2benefit_3,reason_2,card2_2,cars_1,creddebt,polcontrib_1,pets_small,longmon,ownpda_1,age,townsize_3.0,spousedcat_5,card_3,ownvcr_1,card2_5,commute_2,debtinc,tollmon,card2type_2,vote_1,forward_1,card2benefit_2,ownipod_1,reason_9,inccat_5,carcatvalue_1,spousedcat_4,commuterail_1,employ,card2_3,townsize_4.0,polparty_1,card_2,spousedcat_1,telecommute_1,agecat_6,response_01_1,response_02_1,owncd_1,carown_0,card2fee_1,ownpc_1,cars_7,agecat_3,longten,spousedcat_2,commutemotorcycle_1,spousedcat_3,wireten,carvalue,cardtype_4,card2tenure,carown_1,equipmon,hourstv,cardfee_1,cars_4,income,cars_6,cars_5,cars_2,agecat_5,townsize_2.0,jobsat_4,townsize_5.0,pets_saltfish,cardtenure,region_3,cardten,voice_1,retire_1,othdebt,churn_1,card2benefit_4,ed,card2_4,owngame_1,cardmon,polview_6,reason_4,commute_4,confer_1,pets,edcat_5,carcatvalue_3,pets_freshfish,commutebus_1,commute_3,cardtype_3,spoused,response_03_1,region_4,address,commute_10,commute_8,commutetime,card_5,union_1,card_4,owntv_1,edcat_4,reside,tollfree_1,wiremon,commute_9
2145,0,0.0,1705.5,1,54,1,0,0,1,1,2.005269,0,0,7.1,0,53,0,0,0,1,0,0,13.700000000000001,31.5,0,1,1,0,0,1,0,0,0,0,20.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,375.1,0,0,0,0.0,21.700000000000003,0,22,1,0.0,18,1,0,51.0,0,0,0,1,1,0,0,0,18,0,1185.0,0,0,4.981731,0,1,9,0,0,22.75,0,0,0,1,5.0,0,0,4,0,0,1,11,0,1,25.0,0,0,28.0,0,0,0,1,0,6,1,0.0,0
2146,0,0.0,704.8,0,42,0,0,0,0,0,1.142128,1,0,10.8,0,24,0,0,1,1,0,0,10.4,16.25,0,0,0,1,0,1,0,1,0,1,1.0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,456.25,0,0,0,0.0,15.4,0,6,1,0.0,19,0,0,34.0,0,0,0,0,0,0,0,0,6,0,390.0,0,0,2.393872,0,0,11,1,0,9.25,0,0,0,0,3.0,0,0,3,1,0,1,11,1,1,2.0,0,0,36.0,0,0,0,1,0,5,1,0.0,0
2147,0,1275.40625,2213.625,0,72,1,0,0,0,1,0.9441250000000001,0,0,26.8,1,78,1,0,0,1,0,0,8.3,61.25,0,0,1,0,1,1,0,1,0,0,28.0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1972.45,0,0,0,224.90625,13.8,0,30,1,71.5,21,0,0,25.0,0,0,0,0,0,0,0,0,40,0,1290.0,1,1,1.130875,0,0,21,1,0,17.75,0,0,0,1,9.0,1,0,8,0,0,0,-1,0,0,37.0,0,1,22.0,0,0,0,1,0,1,1,52.40625,0
2148,0,1275.40625,2213.625,1,67,1,1,0,0,1,2.78852,0,0,28.9,1,33,0,0,0,1,0,0,18.4,50.75,0,1,1,0,1,1,0,1,0,0,4.0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1973.3,0,0,0,224.90625,18.8,0,15,1,56.45,18,1,0,35.0,0,0,0,0,0,0,0,0,15,0,1020.0,1,0,3.6514799999999994,0,0,14,0,1,15.25,1,0,0,1,3.0,0,0,0,0,0,0,11,0,0,10.0,1,0,16.0,0,0,1,1,0,2,1,52.40625,0
2149,0,0.0,0.0,0,71,1,0,0,0,0,0.219076,0,0,32.825,0,78,0,0,0,1,0,0,4.3999999999999995,0.0,0,0,0,0,0,1,0,1,0,0,15.0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2126.825,1,0,0,0.0,6.9,0,27,0,0.0,15,0,0,13.0,0,0,1,0,0,0,1,0,38,0,1160.0,0,1,0.35292399999999996,0,1,12,0,0,16.75,0,0,0,0,0.0,0,0,0,0,0,0,12,0,0,49.0,0,0,31.0,0,0,1,1,0,2,0,0.0,0
2150,0,416.3,0.0,0,15,0,0,0,0,1,0.231168,0,0,3.85,0,24,1,0,1,0,0,0,4.2,0.0,0,0,1,0,1,1,0,1,0,1,0.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,59.8,1,0,0,0.0,18.400000000000002,0,4,1,30.2,14,0,0,32.0,0,0,0,0,0,0,0,0,7,1,0.0,1,0,1.112832,0,1,19,0,1,0.0,0,0,0,0,0.0,0,0,0,0,1,1,12,0,0,4.0,0,0,16.0,0,0,0,1,1,3,0,0.0,0
2151,0,0.0,0.0,1,31,0,0,0,0,0,0.01044,0,0,3.2,0,26,0,0,0,1,0,0,3.5999999999999996,0.0,0,1,0,0,1,1,0,1,0,1,3.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,73.0,0,0,1,0.0,11.600000000000001,1,9,1,0.0,17,0,0,29.0,0,0,1,0,0,1,1,0,8,1,500.0,0,0,1.0335599999999998,0,0,14,1,1,16.0,0,0,1,1,2.0,0,0,0,1,0,0,16,0,0,4.0,0,0,23.0,0,0,0,1,0,2,0,0.0,0
2152,0,1275.40625,0.0,0,51,1,0,0,0,1,0.42971499999999996,0,0,12.55,0,64,0,1,0,1,0,0,5.5,0.0,0,1,0,1,1,1,0,1,0,0,3.0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,645.0,0,0,0,224.90625,5.5,1,15,1,32.55,12,1,0,13.0,0,0,0,1,0,0,0,0,23,0,0.0,1,1,0.285285,0,0,21,1,1,0.0,0,0,0,0,2.0,1,0,0,0,1,0,20,0,0,27.0,0,0,15.0,0,0,0,1,0,2,0,23.55,0
2153,0,1275.40625,0.0,0,63,0,0,0,0,0,0.3024,0,0,15.3,0,70,1,0,1,1,0,0,9.0,0.0,0,0,0,1,0,1,0,1,0,0,18.0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,925.6,0,0,0,0.0,6.6000000000000005,1,24,0,27.0,10,0,0,15.0,0,0,1,0,0,0,0,0,32,0,1950.0,0,1,1.0475999999999999,0,0,12,1,0,31.75,0,0,0,0,0.0,0,0,0,1,0,0,-1,0,0,33.0,0,0,19.0,0,0,0,1,0,1,0,0.0,0
2154,0,0.0,0.0,0,5,1,0,0,0,1,1.734656,0,0,4.55,0,57,0,0,0,1,0,0,12.1,0.0,1,1,0,0,1,1,0,0,0,1,15.0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,19.05,0,0,0,0.0,24.5,0,3,1,0.0,27,0,0,56.0,0,0,0,1,0,0,1,0,2,0,0.0,0,0,5.041344,0,1,10,0,1,0.0,1,0,0,0,12.5,0,0,10,0,0,0,-1,0,1,21.0,0,1,27.0,0,0,0,1,0,1,0,0.0,0
2155,0,0.0,512.15,1,26,0,0,1,0,0,1.39125,0,0,5.25,0,29,0,0,0,1,0,0,21.0,17.75,0,0,1,0,0,0,0,1,0,0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,137.75,0,0,0,224.90625,9.200000000000001,0,6,1,0.0,17,0,0,25.0,0,0,0,0,0,1,1,0,10,0,615.0,1,0,3.8587499999999997,0,1,16,0,1,23.5,0,0,1,1,2.0,0,0,0,1,0,0,-1,0,0,3.0,0,0,24.0,0,1,1,1,0,2,1,32.65,0
2156,0,0.0,0.0,0,20,1,0,0,1,0,2.18405,0,0,5.75,0,44,0,0,0,1,0,0,9.5,0.0,0,0,0,1,1,1,0,0,0,0,9.0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,137.65,0,0,0,0.0,-1.0,0,3,0,0.0,16,0,0,95.0,0,0,0,0,0,0,0,0,8,0,0.0,0,0,6.84095,1,0,19,0,1,0.0,0,0,1,0,0.0,0,0,0,1,0,0,-1,0,0,22.0,0,0,24.0,0,1,1,1,1,2,0,0.0,0
2157,0,545.1,0.0,0,25,0,0,0,0,0,2.88189,0,0,8.75,0,50,0,0,0,1,0,0,8.200000000000001,0.0,0,0,0,1,0,1,0,0,0,0,12.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,239.85,1,0,0,0.0,45.7,0,11,1,23.35,17,0,0,71.0,0,0,1,1,0,0,1,0,14,0,0.0,0,0,2.9401100000000002,0,0,13,1,1,0.0,0,0,0,0,2.0,0,1,0,0,0,0,13,0,0,16.0,0,0,18.0,0,0,0,1,0,2,0,0.0,0
2158,0,755.65,349.75,0,21,1,0,0,1,1,2.1003839999999996,0,0,6.4,1,47,0,0,0,1,0,0,14.299999999999999,16.75,0,0,1,0,1,0,0,1,0,0,5.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,128.8,0,0,1,224.90625,8.3,0,5,1,35.95,28,0,0,24.0,0,0,0,0,0,0,0,0,9,0,280.0,1,0,1.331616,1,0,18,0,1,13.25,0,0,1,1,2.0,0,0,0,1,0,1,15,0,0,14.0,0,0,27.0,0,0,1,1,1,4,1,30.55,0
2159,0,0.0,0.0,0,31,1,1,0,1,1,0.38133999999999996,0,0,6.2,0,79,0,0,1,1,0,0,4.6,0.0,0,0,1,0,0,1,0,1,0,1,2.0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,201.15,1,1,0,0.0,3.4000000000000004,0,8,1,0.0,20,0,0,10.0,0,0,0,0,0,0,0,0,10,0,550.0,0,1,0.07866000000000001,0,0,11,0,0,18.0,0,0,0,1,2.0,0,0,0,1,0,0,12,0,1,48.0,0,0,15.0,0,0,0,1,0,2,0,0.0,0
2160,1,0.0,0.0,1,1,0,0,0,1,0,0.5397840000000002,1,0,4.0,0,22,0,0,1,0,0,0,8.1,0.0,0,1,0,0,1,1,0,1,0,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4.0,1,1,0,0.0,7.4,0,1,1,0.0,17,0,0,14.0,0,0,1,0,0,0,1,0,1,0,0.0,0,0,0.594216,1,1,17,0,1,0.0,0,0,0,0,0.0,0,0,0,1,0,0,13,0,0,1.0,0,1,27.0,0,0,0,1,1,6,0,0.0,0
2161,0,1275.40625,0.0,0,72,1,0,0,0,0,0.36894,0,0,32.825,0,75,0,0,0,1,0,0,5.2,0.0,0,0,0,1,0,1,0,0,0,0,22.0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,2126.825,1,0,0,0.0,22.5,0,30,1,45.0,15,0,0,33.0,0,0,1,0,1,0,0,0,40,1,1255.0,0,1,1.34706,0,0,17,0,1,17.5,0,0,0,0,1.0,0,0,0,0,1,0,12,0,0,47.0,0,0,19.0,0,0,1,1,1,2,0,0.0,0
2162,0,478.65,0.0,0,16,1,0,0,0,0,4.58127075,0,0,5.5,0,65,0,0,0,1,0,0,26.0,0.0,0,1,0,0,1,1,0,0,0,0,6.0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,93.4,1,0,0,0.0,20.0,1,5,1,29.2,13,0,1,50.0,0,0,0,0,0,0,0,0,4,0,260.0,1,0,6.981,1,0,18,0,1,15.75,0,0,0,0,7.0,0,0,4,0,0,0,13,1,0,24.0,0,0,24.0,0,0,1,1,1,2,0,0.0,0
2163,0,0.0,581.95,0,38,1,0,0,1,1,0.84564,0,0,5.0,0,69,0,0,1,1,0,0,17.4,13.75,0,0,1,0,0,1,0,1,0,0,7.0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,201.6,0,0,0,0.0,13.4,1,16,0,0.0,22,1,0,30.0,0,0,0,0,0,0,0,0,15,0,675.0,0,0,4.374359999999999,0,1,7,0,0,18.5,0,0,0,1,4.0,0,0,4,0,0,0,-1,0,0,32.0,0,0,27.0,0,0,0,1,0,1,1,0.0,0
2164,0,0.0,0.0,0,38,0,0,0,0,0,1.36112,0,0,8.25,0,54,1,0,0,1,0,0,8.0,0.0,0,0,0,0,1,1,0,0,0,1,8.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,303.8,0,0,0,0.0,39.1,0,15,1,0.0,25,0,0,94.0,0,0,0,1,0,0,0,0,16,1,225.0,0,0,6.15888,0,0,13,1,0,5.5,0,0,0,0,1.0,0,0,0,1,0,0,-1,0,0,22.0,0,0,29.0,0,0,0,1,0,1,0,0.0,0
2165,0,0.0,875.45,0,43,1,0,0,0,0,1.8813079999999998,0,0,10.4,0,61,0,0,0,1,1,0,14.299999999999999,20.75,1,0,1,0,0,1,0,0,0,1,16.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,441.05,0,0,0,0.0,33.1,1,16,1,0.0,15,0,0,52.0,0,0,1,1,0,0,0,0,27,0,0.0,0,0,5.554691999999999,0,1,13,0,0,0.0,0,0,0,1,2.0,0,0,2,0,0,0,-1,1,0,28.0,0,0,28.0,0,0,0,1,0,1,1,0.0,0
2166,0,1275.40625,1699.6,0,50,0,0,0,1,0,1.5899520000000003,1,0,17.65,1,55,0,0,0,1,0,0,8.4,33.75,0,0,1,0,1,1,1,0,0,0,15.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,913.0,0,0,0,224.90625,63.949999999999996,0,21,1,65.2,21,0,0,131.5,0,0,1,1,0,0,0,0,23,0,1100.0,1,0,9.316497750000002,0,0,16,0,1,22.25,0,0,0,1,5.0,0,1,0,0,0,0,-1,0,1,30.0,0,0,19.0,0,0,1,1,0,3,1,52.40625,0
2167,0,1243.1,0.0,0,39,0,0,0,1,0,0.5387399999999999,0,0,6.65,1,33,0,0,1,1,0,0,9.0,0.0,0,0,1,1,1,1,0,0,0,0,5.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,256.75,0,0,0,224.90625,30.8,0,9,1,33.05,21,0,0,73.0,0,0,1,0,0,0,0,0,12,1,1090.0,1,0,6.03126,0,0,19,0,1,29.5,0,0,0,1,0.0,0,0,0,0,0,0,-1,1,0,11.0,0,0,9.0,0,0,0,1,1,3,0,24.15,0
2168,1,0.0,0.0,0,65,1,0,0,1,0,2.89872,0,0,10.45,0,72,1,0,0,1,0,0,18.3,0.0,0,1,0,1,1,0,0,0,0,1,19.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,694.5,0,0,0,0.0,-1.0,0,22,0,0.0,21,0,0,45.0,0,0,0,0,0,1,0,0,28,1,1135.0,0,0,5.3362799999999995,0,0,20,0,1,17.25,0,0,0,0,2.0,1,0,0,0,0,1,-1,0,0,36.0,0,0,34.0,0,0,1,1,0,1,0,0.0,0
2169,0,1275.40625,2213.625,0,72,0,1,0,1,0,4.58127075,0,0,32.825,0,67,0,0,0,1,0,0,17.599999999999998,37.0,0,1,0,0,1,1,0,0,0,1,20.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2126.825,0,0,0,0.0,32.6,1,30,1,38.35,21,0,0,62.0,0,0,1,0,0,0,0,0,39,0,1070.0,0,1,4.866751999999999,0,0,17,0,0,14.0,0,0,0,0,0.0,0,0,0,0,0,0,-1,0,0,27.0,0,0,18.0,0,0,0,1,1,1,1,0.0,0
2170,0,949.95,0.0,1,37,1,0,0,0,1,2.719959,1,0,11.15,0,58,0,0,0,1,0,0,5.8999999999999995,0.0,0,1,0,1,1,0,1,0,0,1,2.0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,462.95,0,0,0,0.0,53.2,0,5,1,30.0,26,0,0,127.0,0,0,0,1,0,0,0,0,12,0,0.0,0,0,4.773040999999999,0,0,21,1,1,0.0,1,0,0,0,3.0,1,1,0,1,0,0,-1,0,0,25.0,1,0,15.0,0,0,0,1,0,1,0,0.0,0
2171,0,0.0,0.0,1,67,0,0,0,0,0,0.64548,0,0,12.9,0,65,0,0,0,1,0,0,6.6000000000000005,0.0,0,1,1,1,0,1,0,1,0,1,15.0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,856.35,0,0,0,0.0,14.4,0,26,1,0.0,18,1,0,30.0,0,0,0,0,0,1,1,0,29,0,1325.0,0,1,1.33452,0,0,15,0,1,20.25,0,0,0,0,0.0,0,0,0,1,0,1,11,0,0,34.0,0,0,34.0,0,0,0,1,0,2,0,0.0,0
2172,0,0.0,2213.625,0,72,0,1,0,0,0,1.5255539999999999,1,0,32.825,0,52,0,0,1,1,0,0,8.6,33.75,0,1,0,0,0,1,0,0,0,0,14.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2126.825,1,0,0,0.0,39.1,1,30,1,0.0,18,0,0,81.0,0,1,0,1,0,0,0,0,34,1,2700.0,0,0,5.440446,0,0,12,0,0,41.25,0,0,0,1,4.0,0,0,0,0,0,0,13,0,0,18.0,0,0,24.0,0,0,0,1,0,3,1,0.0,0
2173,0,0.0,0.0,0,3,0,0,1,1,1,0.9004050000000001,0,0,2.5,0,18,0,0,0,1,0,0,18.7,0.0,1,1,0,1,1,0,0,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.75,0,0,0,0.0,6.800000000000001,0,1,1,0.0,21,0,0,15.0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,1.904595,1,0,13,0,1,0.0,0,0,0,0,0.0,0,0,0,0,0,1,-1,0,0,0.0,0,0,23.0,0,0,0,1,0,2,0,0.0,0
2174,0,1275.40625,0.0,0,69,0,0,0,0,0,0.128016,0,0,24.0,1,70,1,0,0,1,0,0,3.5999999999999996,0.0,0,0,0,0,1,1,0,1,0,0,22.0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1669.7,0,0,0,224.90625,7.6000000000000005,1,26,1,48.7,23,0,0,14.0,0,0,1,0,0,0,0,0,33,0,2035.0,1,1,0.375984,0,0,21,1,1,28.5,0,0,0,0,9.0,1,0,7,0,0,0,-1,0,0,29.0,0,0,25.0,0,0,0,1,0,1,0,52.40625,0
2175,0,0.0,0.0,0,65,0,0,0,0,0,0.463752,0,0,32.825,0,52,0,0,1,1,0,0,11.3,0.0,0,1,0,0,1,1,0,0,0,0,25.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2126.825,1,0,0,0.0,42.6,0,28,1,0.0,23,0,1,114.0,0,0,0,1,1,1,0,0,29,1,1990.0,0,0,9.316497750000002,0,1,12,1,0,30.5,0,0,0,0,5.0,0,1,4,0,0,0,12,0,0,14.0,0,0,23.0,0,0,0,1,0,2,0,0.0,0
2176,0,1275.40625,2213.625,0,66,0,0,0,0,0,3.66177,0,0,19.15,0,70,0,0,0,1,0,0,15.9,50.0,0,1,0,0,1,1,0,0,0,0,4.0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1289.9,0,0,0,0.0,36.1,0,22,1,41.05,22,1,1,49.0,0,0,0,0,0,0,0,0,34,0,1125.0,1,0,4.12923,0,0,14,0,1,17.0,0,0,0,0,0.0,0,0,0,0,0,1,-1,0,0,40.0,0,0,28.0,0,0,1,1,0,1,1,0.0,0
2177,0,0.0,862.05,1,68,1,0,0,0,0,0.12179999999999999,0,0,19.6,0,61,0,0,0,1,0,0,2.1,12.75,0,0,0,0,0,1,0,0,0,1,13.0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1382.8,0,1,1,0.0,-1.0,0,23,0,0.0,20,0,0,29.0,0,0,0,1,0,0,0,0,35,0,2700.0,0,0,0.48719999999999997,0,1,15,0,0,41.5,0,0,0,0,1.0,0,0,0,0,0,0,15,0,0,18.0,0,0,27.0,0,0,1,1,0,2,1,0.0,0
2178,0,0.0,0.0,0,4,0,0,0,1,0,0.209902,0,0,3.4,0,19,1,0,0,0,0,0,4.7,0.0,1,0,0,0,0,1,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,14.3,0,1,0,0.0,9.5,0,1,1,0.0,25,0,1,22.0,0,0,0,0,0,0,0,0,2,0,0.0,0,0,0.824098,0,1,9,0,0,0.0,0,0,0,0,5.0,0,0,4,0,0,0,-1,0,0,0.0,0,0,23.0,0,0,0,1,0,2,0,0.0,0
2179,0,1275.40625,0.0,0,67,1,0,1,0,0,2.46906,1,0,32.825,0,50,1,0,0,1,0,0,12.9,0.0,0,1,0,1,0,0,0,0,0,0,8.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2126.825,1,0,0,0.0,36.1,0,26,1,27.9,20,0,1,87.0,0,0,0,1,0,0,0,0,32,1,1695.0,0,0,8.75394,0,0,15,0,1,26.75,0,0,0,0,1.0,0,0,0,1,0,1,12,0,0,27.0,0,0,24.0,0,0,1,1,0,2,0,0.0,0
2180,0,1275.40625,2213.625,0,72,1,0,0,1,0,1.287468,0,0,32.825,0,67,0,0,0,1,0,0,3.9,51.25,0,0,1,0,0,0,1,0,0,0,14.0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,2126.825,0,0,0,224.90625,63.0,1,29,1,49.65,32,1,0,131.0,0,0,1,0,0,0,0,0,39,0,2700.0,0,0,3.821532,0,0,16,0,1,56.875,0,0,1,1,3.0,0,1,0,1,0,0,-1,0,1,38.0,0,0,20.0,0,0,1,1,0,1,1,51.6,0
2181,0,1195.6,0.0,0,36,1,0,0,1,0,2.3437240000000004,0,0,12.2,0,64,0,0,0,1,0,0,16.400000000000002,0.0,0,0,0,0,0,1,0,1,0,1,4.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,462.75,0,0,0,0.0,15.600000000000001,0,9,1,34.3,18,0,0,31.0,0,0,1,1,0,0,0,0,17,0,0.0,1,0,2.740276,0,0,19,0,1,0.0,0,0,0,1,1.0,0,0,0,1,0,0,-1,1,1,15.0,0,1,27.0,0,0,1,1,1,1,0,0.0,0
2182,0,420.55,0.0,0,16,0,0,0,0,0,0.8820800000000001,0,0,4.2,0,21,1,0,0,0,0,0,14.899999999999999,0.0,1,0,0,1,1,0,0,1,0,0,0.0,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,74.35,0,0,0,0.0,6.6000000000000005,0,4,1,29.95,22,0,1,20.0,0,0,0,0,0,0,0,0,3,0,0.0,0,0,2.09792,1,0,16,0,1,0.0,0,0,0,0,8.0,0,0,7,1,0,0,10,0,1,1.0,0,0,32.0,0,0,0,1,0,6,0,0.0,0
2183,1,0.0,0.0,1,61,0,0,0,1,1,1.8325440000000002,1,0,26.15,0,73,0,0,0,1,0,0,18.9,0.0,0,1,0,0,0,1,0,1,0,0,25.0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1590.4,1,0,0,0.0,9.5,0,25,1,0.0,18,0,0,16.0,0,0,0,0,0,0,0,0,32,0,1780.0,0,1,1.1914559999999998,0,0,13,0,0,29.75,1,0,0,0,4.0,0,0,0,0,0,0,12,0,1,48.0,1,0,27.0,0,0,0,1,0,2,0,0.0,0
2184,0,0.0,0.0,1,59,0,0,0,1,0,0.5418419999999999,0,0,11.2,0,32,0,0,0,1,0,0,13.3,0.0,0,0,0,0,0,1,0,1,0,1,2.0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,604.2,0,0,0,0.0,11.4,0,14,1,0.0,21,0,0,21.0,0,0,0,0,0,0,0,0,14,0,695.0,0,0,2.251158,0,1,12,0,1,11.0,0,0,0,0,7.0,0,0,7,0,0,0,-1,0,0,8.0,0,0,38.0,0,0,1,1,0,3,0,0.0,0
2185,0,0.0,0.0,0,1,0,0,0,1,0,0.30967199999999995,0,0,2.15,0,31,0,0,0,0,0,0,3.5999999999999996,0.0,1,0,0,0,1,1,0,1,0,0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2.15,0,0,0,0.0,12.0,1,1,1,0.0,16,1,0,22.0,0,0,1,0,1,0,0,0,1,0,0.0,0,0,0.482328,1,1,15,0,0,0.0,1,0,0,0,0.0,0,0,0,0,0,0,-1,0,0,6.0,0,0,27.0,0,0,1,1,0,1,0,0.0,0
2186,0,0.0,0.0,1,71,1,0,0,0,0,0.212872,0,0,32.825,0,78,0,0,0,1,0,0,4.1000000000000005,0.0,0,0,0,0,0,1,0,1,0,1,25.0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2126.825,1,0,0,0.0,5.800000000000001,0,29,0,0.0,15,0,0,11.0,0,0,0,0,0,0,1,0,37,0,1775.0,0,1,0.238128,0,1,15,0,0,24.0,0,0,0,0,1.0,0,0,0,0,0,0,13,0,0,45.0,0,0,30.0,0,0,1,1,0,2,0,0.0,0
2187,0,1181.4,441.6,0,20,1,0,0,0,0,2.1767200000000004,0,0,5.25,1,42,0,1,0,1,0,0,11.5,24.75,1,0,1,0,1,1,0,0,0,0,1.0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,96.55,0,1,0,224.90625,33.2,0,7,1,59.45,15,0,0,52.0,0,0,1,0,0,0,0,0,9,0,930.0,1,0,3.80328,1,0,19,0,1,47.0,0,0,0,1,6.0,0,0,0,1,0,0,21,1,0,9.0,0,0,32.0,0,0,1,1,1,2,1,52.40625,0
2188,0,0.0,0.0,1,29,0,0,0,0,0,4.58127075,0,0,12.75,0,63,0,0,0,1,0,0,22.8,0.0,0,0,0,0,0,1,0,1,0,0,30.0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,389.6,1,0,0,0.0,14.0,0,7,1,0.0,26,0,0,44.0,0,0,1,1,0,1,0,0,15,1,195.0,0,1,3.631584,0,1,9,0,0,7.25,1,0,0,0,2.0,0,0,0,0,0,1,13,0,0,10.0,0,0,26.0,0,0,0,1,0,2,0,0.0,0
2189,0,0.0,0.0,1,70,1,0,0,0,0,4.37613,0,0,31.85,0,76,0,0,0,1,0,0,16.5,0.0,0,0,0,0,1,1,0,0,0,1,25.0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2126.825,0,1,0,0.0,53.6,0,29,1,0.0,14,1,1,89.0,0,0,0,0,0,1,0,0,36,0,1025.0,0,1,9.316497750000002,0,1,19,0,1,14.5,0,0,0,1,0.0,0,1,0,0,0,0,-1,0,0,38.0,0,0,16.0,0,0,1,1,1,1,0,0.0,0
2190,0,0.0,0.0,0,54,1,0,0,1,1,0.5827140000000001,0,0,21.05,0,68,1,0,0,1,0,0,8.1,0.0,1,0,0,0,0,1,0,1,0,0,30.0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1192.55,0,0,1,0.0,4.9,0,20,0,0.0,25,0,0,11.0,0,0,0,0,0,1,0,0,21,0,800.0,0,1,0.30828599999999995,0,0,11,0,0,14.25,1,0,1,1,1.0,0,0,0,1,0,0,15,0,1,27.0,0,0,18.0,0,1,1,1,0,2,0,0.0,0
2191,0,0.0,0.0,0,12,0,0,0,0,0,2.57446,0,0,2.8,0,27,0,0,0,1,0,0,14.2,0.0,0,1,0,1,1,1,0,1,0,0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,48.15,0,0,0,0.0,10.200000000000001,0,6,1,0.0,17,0,0,35.0,0,0,0,0,1,1,0,0,8,0,0.0,0,0,2.3955399999999996,0,0,18,0,1,0.0,0,0,0,0,12.5,0,0,10,0,0,0,-1,0,0,4.0,0,0,23.0,0,0,1,1,1,1,0,0.0,0
2192,0,0.0,1416.95,0,57,0,0,0,0,0,4.58127075,0,0,13.2,1,52,0,0,0,1,0,0,21.0,23.5,0,1,1,0,1,1,1,0,0,0,24.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,761.45,0,1,0,224.90625,63.949999999999996,0,19,1,0.0,22,0,0,131.5,0,0,0,1,0,1,1,0,19,0,545.0,1,0,9.316497750000002,0,0,18,0,0,9.25,1,0,0,1,1.0,0,1,0,0,0,1,-1,0,0,27.0,0,0,31.0,0,0,0,1,1,1,1,40.75,0
